trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp_2.started,introduction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,letter_grid.started,row_cue.started,letter_grid.stopped,row_cue.stopped,trial.stopped,response_routine.started,response_routine.stopped,response.keys,Cued Row,Correct Row,Participant Response,Is Correct,response.rt,response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.0029457001946866512,0.009969200007617474,0.009969200007617474,18.466249300166965,space,18.4544154999312,None,,,,,,,,,,,,,,,,134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
0,0,0,0,18.487488700076938,,,,,,,,,18.469593700021505,18.487488700076938,18.98143190005794,18.998090000124648,19.48201659996994,19.466727700084448,19.46676370012574,24.470885700080544,None,2,KTMP,None,False,,,134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
1,0,1,0,24.580072000157088,,,,,,,,,24.472849500132725,24.580072000157088,24.971658300142735,25.088323200121522,25.471650999970734,25.45704760006629,25.457074400037527,30.461532700108364,"['j', 'm']",1,JNHE,"['j', 'm']",False,"[1.176485300064087, 1.5025028001982719]","[0.17349700001068413, 0.16798699996434152]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
2,0,2,0,30.477232299977913,,,,,,,,,30.464107300154865,30.477232299977913,30.97812860016711,30.97812860016711,31.478328000055626,31.46306230011396,31.463090799981728,36.4671840001829,"['a', 'q']",0,AOQT,"['a', 'q']",False,"[1.1509045001585037, 1.566263300133869]","[0.2439287998713553, 0.2442332999780774]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
3,0,3,0,36.48365609999746,,,,,,,,,36.469212300144136,36.48365609999746,36.96872430015355,36.98482979997061,37.46823090012185,37.45267600007355,37.45270190015435,42.45823059999384,"['w', 'a']",1,WAFY,"['w', 'a']",False,"[1.1243038999382406, 1.6266618000809103]","[0.21125140017829835, 0.25207110005430877]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
4,0,4,0,42.4750681000296,,,,,,,,,42.46107230009511,42.4750681000296,42.97468940005638,42.97468940005638,43.47524180007167,43.45982170011848,43.4598550000228,48.464887000154704,"['w', 'i']",0,VXIZ,"['w', 'i']",False,"[0.7111993001308292, 1.0400149000342935]","[0.21834839996881783, 0.23175749997608364]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
5,0,5,0,48.481050700182095,,,,,,,,,48.467787800123915,48.481050700182095,48.98157880012877,48.98157880012877,49.481711599975824,49.466114700073376,49.466149900108576,54.47075149999,"['u', 'n']",2,UNAG,"['u', 'n']",False,"[0.5833549001254141, 0.9294777999166399]","[0.187548799905926, 0.18716330011375248]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
6,0,6,0,54.489765600068495,,,,,,,,,54.473827900132164,54.489765600068495,54.97107420000248,55.00482700020075,55.47154780011624,55.456384600140154,55.45641570002772,60.461207000073045,"['g', 'c']",1,GGLX,"['g', 'c']",False,"[1.0076969000510871, 1.6374945999123156]","[0.21331619983538985, 0.2544621000997722]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
7,0,7,0,60.47701940010302,,,,,,,,,60.463283700169995,60.47701940010302,60.977829300099984,60.977829300099984,61.478536900132895,61.46280000009574,61.4628340001218,66.46716850018129,"['c', 'x']",2,CXTN,"['c', 'x']",False,"[0.7103463001549244, 1.331504800124094]","[0.22007949999533594, 0.2511257999576628]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
8,0,8,0,66.4835057000164,,,,,,,,,66.46999580017291,66.4835057000164,66.96799080003984,66.98553690011613,67.46869430015795,67.45356410020031,67.45360360015184,72.45872620004229,"['b', 'h']",0,BHHX,"['b', 'h']",False,"[1.211176399840042, 1.4593286998569965]","[0.12975590000860393, 0.1650058999657631]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
9,0,9,0,72.4747993000783,,,,,,,,,72.46115340013057,72.4747993000783,72.97441050014459,72.97441050014459,73.47516590007581,73.46106410003267,73.46110250009224,78.46483840001747,"['g', 'n']",0,GNYL,"['g', 'n']",False,"[0.9784750000108033, 1.19933050009422]","[0.2378595001064241, 0.20151620008982718]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
10,0,10,0,78.48063810006715,,,,,,,,,78.4675043001771,78.48063810006715,78.98115590005182,78.98115590005182,79.48210450005718,79.46682440000586,79.46686270018108,84.47040540003218,"['t', 'r']",0,TRKM,"['t', 'r']",False,"[0.6019630001392215, 0.8975994000211358]","[0.21466260007582605, 0.2068197000771761]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
11,0,11,0,84.48834870010614,,,,,,,,,84.47320820018649,84.48834870010614,84.97074949997477,84.98790409998037,85.4713557001669,85.45634200004861,85.45637730020098,90.46166010014713,"['g', 'f']",0,GFWF,"['g', 'f']",False,"[0.5782852000556886, 1.1389814000576735]","[0.23022040002979338, 0.25214189989492297]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
12,0,12,0,90.47786500002258,,,,,,,,,90.46526410011575,90.47786500002258,90.97836680011824,90.97836680011824,91.47785370005295,91.46270829997957,91.46333130006678,96.46768240001984,"['w', 'o']",2,VQZE,"['w', 'o']",False,"[1.7817251000087708, 2.0086936000734568]","[0.27962500019930303, 0.27121110004372895]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
13,0,13,0,96.48548729997128,,,,,,,,,96.47159230010584,96.48548729997128,96.96773100015707,97.00097300019115,97.46882810001262,97.45344520010985,97.45348240016028,102.45889290003106,"['v', 'r']",1,VRGW,"['v', 'r']",False,"[1.0786860000807792, 1.8488541000988334]","[0.24706239998340607, 0.27354350010864437]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
14,0,14,0,102.47534580016509,,,,,,,,,102.4615740000736,102.47534580016509,102.97461520018987,102.99084830004722,103.47419159999117,103.46027150005102,103.46034340001643,108.46547120017931,"['x', 'i']",1,XILY,"['x', 'i']",False,"[1.2564995000138879, 1.6604345999658108]","[0.2553498998750001, 0.21761589986272156]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
15,0,15,0,108.48086740006693,,,,,,,,,108.46882240008563,108.48086740006693,108.98073310009204,108.98073310009204,109.48172749998048,109.465624100063,109.465656200191,114.47073860000819,"['t', 'e']",0,TEND,"['t', 'e']",False,"[2.0739454000722617, 2.4950639999005944]","[0.23382729990407825, 0.21706040017306805]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
16,0,16,0,114.48825679998845,,,,,,,,,114.47454590001144,114.48825679998845,114.9709831001237,114.98721410008147,115.47145150019787,115.45720270019956,115.45724930008873,120.46135160000995,"['r', 't']",2,RTZV,"['r', 't']",False,"[1.3864937999751419, 1.6933407997712493]","[0.2206933000124991, 0.20791590004228055]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
17,0,17,0,120.47657530009747,,,,,,,,,120.46383200003766,120.47657530009747,120.97737310011871,120.97737310011871,121.47738220007159,121.46271600015461,121.46276010014117,126.46679239999503,"['b', 'k']",1,BKFU,"['b', 'k']",False,"[1.0187361999414861, 1.461024000076577]","[0.15864749997854233, 0.2321035999339074]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
18,0,18,0,126.48328130017035,,,,,,,,,126.46942940005101,126.48328130017035,126.96765550016426,126.98404150013812,127.46676390012726,127.45250660018064,127.45254680002108,132.4583717000205,"['l', 'y']",0,LYOD,"['l', 'y']",False,"[1.177822900004685, 1.6443068999797106]","[0.22699390002526343, 0.18526710011065006]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
19,0,19,0,132.47305919998325,,,,,,,,,132.4612684000749,132.47305919998325,132.97404620004818,132.97404620004818,133.47386030014604,133.45853659999557,133.45856150006875,138.46448289998807,"['e', 'k', 'h']",2,EHWF,"['e', 'k', 'h']",False,"[2.256851200014353, 2.5947448001243174, 2.6126688001677394]","[0.2380677000619471, 0.06887409999035299, 0.21153520001098514]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
20,0,20,0,138.48038140009157,,,,,,,,,138.46759680006653,138.48038140009157,138.9795438000001,138.9795438000001,139.48145950003527,139.46499940007925,139.4650342001114,144.47015870013274,"['v', 'd']",1,VDWC,"['v', 'd']",False,"[1.0941254999488592, 1.4332723999395967]","[0.24857649998739362, 0.26490699988789856]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
21,0,21,0,144.48813550011255,,,,,,,,,144.47413370013237,144.48813550011255,144.9705819999799,144.98731790017337,145.47093950002454,145.4567043001298,145.4567343001254,150.4620239001233,"['i', 'c']",0,ICMG,"['i', 'c']",False,"[1.40356729994528, 1.6913663998711854]","[0.19806399988010526, 0.21871399995870888]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
22,0,22,0,150.4771475000307,,,,,,,,,150.46405950002372,150.4771475000307,150.977111000102,150.977111000102,151.47804479999468,151.46230730018578,151.46234100009315,156.46661310014315,['y'],2,YBFB,['y'],False,[1.1919378000311553],[0.2011351000983268],134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
23,0,23,0,156.48542250017636,,,,,,,,,156.47143220016733,156.48542250017636,156.9673343000468,157.00012390012853,157.4673149001319,157.4532329000067,157.4532755999826,162.45953040011227,"['a', 'o']",0,AWBR,"['a', 'o']",False,"[1.97679329989478, 2.483141199918464]","[0.253357500070706, 0.2672751001082361]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
24,0,24,0,162.47509830002673,,,,,,,,,162.46232940000482,162.47509830002673,162.97381490003318,162.97381490003318,163.4742863001302,163.45909240003675,163.45912170014344,168.46399710001424,"['g', 's']",0,GSHR,"['g', 's']",False,"[1.2359233000315726, 1.7748912000097334]","[0.3136877999641001, 0.23779010004363954]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
25,0,25,0,168.48033670010045,,,,,,,,,168.4673801001627,168.48033670010045,168.98038540012203,168.98038540012203,169.48126960010268,169.46549670002423,169.46553110005334,174.46987939998507,"['u', 'n']",1,UNVI,"['u', 'n']",False,"[0.5989465999882668, 0.9447890999726951]","[0.17816279991529882, 0.2035358001012355]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
26,0,26,0,174.48607290000655,,,,,,,,,174.47260770015419,174.48607290000655,174.9702861001715,174.9870073001366,175.47027250006795,175.4558926001191,175.4559361001011,180.4600737001747,"['m', 'a']",2,MAYX,"['m', 'a']",False,"[0.8884022999554873, 1.1196153999771923]","[0.19362240005284548, 0.2534896999131888]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
27,0,27,0,180.47574110003188,,,,,,,,,180.46273889997974,180.47574110003188,180.97695330018178,180.97695330018178,181.47824430000037,181.46152320015244,181.4615657001268,186.46714389999397,"['z', 'l']",1,ZLJK,"['z', 'l']",False,"[1.3635090000461787, 2.102636800147593]","[0.30910310009494424, 0.23935929988510907]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
28,0,28,0,186.4839549001772,,,,,,,,,186.47095420002006,186.4839549001772,186.9662766000256,187.0000126999803,187.4669346001465,187.45286540011875,187.4529069000855,192.45847279997543,"['t', 'y']",1,TYIB,"['t', 'y']",False,"[0.7686159999575466, 0.9802417000755668]","[0.28401340008713305, 0.16807629982940853]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
29,0,29,0,192.4718925000634,,,,,,,,,192.46073250006884,192.4718925000634,192.973582000006,192.973582000006,193.47427760018036,193.457980300067,193.4580059000291,198.46415990008973,"['q', 'd']",0,QDEB,"['q', 'd']",False,"[0.8797869000118226, 1.4231988999526948]","[0.23453609994612634, 0.22139360010623932]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
30,0,30,0,198.47954400000162,,,,,,,,,198.46658670017496,198.47954400000162,198.98013030015863,198.98013030015863,199.4798282000702,199.46378490002826,199.46382299996912,204.4688605000265,None,1,UFZJ,None,False,,,134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
31,0,31,0,204.48601300013252,,,,,,,,,204.47033150005154,204.48601300013252,204.96971810003743,204.98606420005672,205.47033410007134,205.45446260017343,205.45448389998637,210.4592426000163,"['c', 'h']",1,CHHD,"['c', 'h']",False,"[1.1721828000154346, 1.484880399890244]","[0.25082629988901317, 0.19092990015633404]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
32,0,32,0,210.4758376001846,,,,,,,,,210.46056540007703,210.4758376001846,210.9757342999801,210.9757342999801,211.4769517001696,211.46076480019838,211.46079440019093,216.4671532001812,"['n', 'f']",1,NFFW,"['n', 'f']",False,"[0.5338287998456508, 1.6891251998022199]","[0.1970218000933528, 0.247128700139001]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
33,0,33,0,216.4830793000292,,,,,,,,,216.47017140011303,216.4830793000292,216.96660320018418,216.98317240015604,217.46700060018338,217.45214050007053,217.45217610010877,222.45761190005578,"['c', 'h']",0,GHLM,"['c', 'h']",False,"[0.862730500055477, 1.1604810999706388]","[0.2664870999287814, 0.19795900001190603]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
34,0,34,0,222.47528590005822,,,,,,,,,222.46153670013882,222.47528590005822,222.97286390000954,222.98964210017584,223.4729869000148,223.45747810020112,223.45750570017844,228.4636003000196,"['k', 'b']",1,KBTC,"['k', 'b']",False,"[0.7299804999493062, 1.417586199939251]","[0.2178684000391513, 0.1922855000011623]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
35,0,35,0,228.47916880017146,,,,,,,,,228.46658300003037,228.47916880017146,228.97983460011892,228.97983460011892,229.47995409998111,229.46496580005623,229.46500870003365,234.46970120002516,"['i', 'r', 'd']",2,HRDX,"['i', 'r', 'd']",False,"[1.715576000045985, 2.504327700007707, 3.404801599914208]","[0.2636804999783635, 0.22707700007595122, 0.2698429001029581]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
36,0,36,0,234.48505180003121,,,,,,,,,234.47251079999842,234.48505180003121,234.9697216001805,234.98630630015396,235.47030520020053,235.45562760019675,235.45565830008127,240.45893330010585,"['a', 'l', 'a']",0,LALD,"['a', 'l', 'a']",False,"[2.898427499923855, 3.9483861001208425, 4.528849200112745]","[0.3213923000730574, 0.34553910000249743, 0.2303659999743104]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
37,0,37,0,240.4749328000471,,,,,,,,,240.46040410012938,240.4749328000471,240.97621570015326,240.97621570015326,241.4761253001634,241.4626534001436,241.46268660016358,246.4667358000297,None,2,QEJR,None,False,,,134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
38,0,38,0,246.48270430020057,,,,,,,,,246.46836800011806,246.48270430020057,246.9664422001224,246.98344710003585,247.4668590000365,247.4524038999807,247.4524417000357,252.45705409999937,"['p', 'b']",2,BMBW,"['p', 'b']",False,"[1.1871838001534343, 1.6126043000258505]","[0.29467289987951517, 0.1617852000053972]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
39,0,39,0,252.47172070015222,,,,,,,,,252.4594912000466,252.47172070015222,252.972597300075,252.972597300075,253.47299670008942,253.45755010005087,253.4575853999704,258.463346300181,"['t', 'b']",2,TBYC,"['t', 'b']",False,"[0.5335343000479043, 0.8645661000628024]","[0.25706940004602075, 0.2143208000343293]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
40,0,40,0,258.47854840010405,,,,,,,,,258.46580120013095,258.47854840010405,258.9791492000222,258.9791492000222,259.4802015000023,259.46472900011577,259.46476140012965,264.4688709001057,"['u', 'd']",0,ULLW,"['u', 'd']",False,"[0.6063411999493837, 0.7998375999741256]","[0.16525559988804162, 0.2135240000206977]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
41,0,41,0,264.4853168001864,,,,,,,,,264.47176250000484,264.4853168001864,264.9695731999818,264.98604890005663,265.47009040019475,265.45566670014523,265.45570340007544,270.46004270017147,"['h', 'h']",2,HILA,"['h', 'h']",False,"[0.770227300003171, 0.992854000069201]","[0.15773930004797876, 0.16618759999983013]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
42,0,42,0,270.47575990017503,,,,,,,,,270.4622071001213,270.47575990017503,270.97616480011493,270.97616480011493,271.476162499981,271.4607389001176,271.4607760000508,276.465203900123,"['k', 's']",0,PSCE,"['k', 's']",False,"[0.9448949000798166, 1.3145045000128448]","[0.20432549994438887, 0.24459360004402697]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
43,0,43,0,276.48146290006116,,,,,,,,,276.46682159998454,276.48146290006116,276.9659610001836,276.98307529999875,277.46633190009743,277.45234970003366,277.4523981001694,282.45826840004884,"['n', 'z']",0,NZTO,"['n', 'z']",False,"[0.7432519001886249, 1.4752841000445187]","[0.18721309979446232, 0.27672030008397996]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
44,0,44,0,282.4740656001959,,,,,,,,,282.4614972001873,282.4740656001959,282.9722718000412,282.9896704000421,283.472364500165,283.4595888000913,283.45962440012954,288.4623466001358,"['v', 'y']",0,VYAX,"['v', 'y']",False,"[1.6574558999855071, 2.04041920020245]","[0.26072730007581413, 0.21165049984119833]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
45,0,45,0,288.47780870017596,,,,,,,,,288.4643698001746,288.47780870017596,288.97923370008357,288.97923370008357,289.4796240001451,289.4640754000284,289.46410159999505,294.4697344000451,"['j', 'x']",1,JXRS,"['j', 'x']",False,"[0.7181120000313967, 1.5130983002018183]","[0.20631280005909503, 0.3363068997859955]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
46,0,46,0,294.4852089001797,,,,,,,,,294.471689700149,294.4852089001797,294.9692923000548,294.98643640009686,295.46948780003004,295.4545568001922,295.4545992000494,300.45964740007184,"['k', 'j']",1,DSIN,"['k', 'j']",False,"[0.9406889001838863, 1.4517342001199722]","[0.19721139990724623, 0.175277000060305]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
47,0,47,0,300.47446490009315,,,,,,,,,300.46156920003705,300.47446490009315,300.97624830016866,300.97624830016866,301.47618290013634,301.4606938001234,301.4607244001236,306.4665369000286,"['f', 'w']",2,FWFG,"['f', 'w']",False,"[2.1402584000024945, 2.6393353999592364]","[0.3095170999877155, 0.31252839998342097]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
48,0,48,0,306.4823629001621,,,,,,,,,306.4687987000216,306.4823629001621,306.9658041000366,306.98254800005816,307.4662070001941,307.45214660000056,307.4521886999719,312.4567599000875,"['r', 'x', 'z']",2,RZCT,"['r', 'x', 'z']",False,"[0.7423119999002665, 1.3246683001052588, 1.9026524999644607]","[0.20528570003807545, 0.25017799995839596, 0.25631990004330873]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
