trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp_2.started,introduction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,letter_grid.started,row_cue.started,letter_grid.stopped,row_cue.stopped,trial.stopped,response_routine.started,response_routine.stopped,response.keys,Cued Row,Correct Row,Participant Response,Is Correct,response.rt,response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
49,0,49,0,312.47167280013673,,,,,,,,,312.45904120011255,312.47167280013673,312.97191750002094,312.97191750002094,313.47253170004115,313.4573580001015,313.45738969999366,318.4640528000891,"['w', 'i', 'k']",1,VIBA,"['w', 'i', 'k']",False,"[1.9858097999822348, 2.3376559999305755, 3.1916088999714702]","[0.2676516999490559, 0.2146360999904573, 0.19019229989498854]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
50,0,50,0,318.4782668000553,,,,,,,,,318.4658384001814,318.4782668000553,318.9789121001959,318.9789121001959,319.4797907001339,319.46487180003896,319.46491710003465,324.4690890000202,"['d', 'u']",2,DRNG,"['d', 'u']",False,"[1.0328577000182122, 1.3487913999706507]","[0.23646869999356568, 0.16131210001185536]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
51,0,51,0,324.4865721000824,,,,,,,,,324.4716180001851,324.4865721000824,324.96925590001047,324.9859892001841,325.46888110018335,325.45609480002895,325.45614030002616,330.45987560017966,"['v', 'y']",2,VDWA,"['v', 'y']",False,"[1.640990500105545, 1.9761704001575708]","[0.2609963999129832, 0.20093709998764098]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
52,0,52,0,330.4746917001903,,,,,,,,,330.4624555001501,330.4746917001903,330.97601960017346,330.97601960017346,331.4753531999886,331.4603370002005,331.4603671000805,336.46650500013493,"['x', 'u']",2,XUZB,"['x', 'u']",False,"[1.1497053001075983, 1.553582499967888]","[0.2853196000214666, 0.18111110012978315]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
53,0,53,0,336.48228360014036,,,,,,,,,336.46910510002635,336.48228360014036,336.96581730013713,336.98281450010836,337.4658774000127,337.45240609999746,337.4524491999764,342.4575340000447,"['n', 't']",0,HTVJ,"['n', 't']",False,"[0.6700277999043465, 1.0120649999007583]","[0.19949749996885657, 0.23481910000555217]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
54,0,54,0,342.4746219001245,,,,,,,,,342.4602500000037,342.4746219001245,342.97290300019085,342.9901428001467,343.47242670017295,343.4574910001829,343.457517700037,348.46298910002224,"['n', 'a']",0,NAIU,"['n', 'a']",False,"[0.6300987999420613, 0.798804699908942]","[0.19857270014472306, 0.22873210022225976]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
55,0,55,0,348.4781019000802,,,,,,,,,348.46522920019925,348.4781019000802,348.97883120016195,348.97883120016195,349.4791221001651,349.46339110005647,349.4634110000916,354.4686334000435,['d'],0,FETP,['d'],False,[2.6473089999053627],[0.2896891999989748],134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
56,0,56,0,354.4852097001858,,,,,,,,,354.47232670011,354.4852097001858,354.9680068001617,354.9852994000539,355.4694010000676,355.4551319000311,355.45517970016226,360.460394800175,"['p', 'w']",2,EROK,"['p', 'w']",False,"[1.252206499921158, 2.284228399861604]","[0.2351702000014484, 0.25084679992869496]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
57,0,57,0,360.4747636001557,,,,,,,,,360.4630845000502,360.4747636001557,360.97546330001205,360.97546330001205,361.4760616000276,361.4597081001848,361.4597424999811,366.4648194001056,"['l', 'n']",1,LNLS,"['l', 'n']",False,"[1.0686888999771327, 1.4685059001203626]","[0.22139169997535646, 0.23060779995284975]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
58,0,58,0,366.4809078001417,,,,,,,,,366.466912999982,366.4809078001417,366.98143810010515,366.98143810010515,367.4818736000452,367.4665147000924,367.466539000161,372.4709483999759,"['d', 'd']",2,DDLZ,"['d', 'd']",False,"[0.5363193999510258, 0.7602861998602748]","[0.1609249000903219, 0.1577896000817418]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
59,0,59,0,372.4871784001589,,,,,,,,,372.47286000009626,372.4871784001589,372.97231950005516,372.9892906001769,373.47204220015556,373.4577348001767,373.45776080014184,378.46141320001334,"['a', 'i']",0,AKWH,"['a', 'i']",False,"[0.7779331000056118, 1.2615954999346286]","[0.21395000000484288, 0.20915340003557503]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
60,0,60,0,378.4774564001709,,,,,,,,,378.4641083001625,378.4774564001709,378.9786971001886,378.9786971001886,379.4790142001584,379.4628481999971,379.4628757000901,384.46814010012895,"['t', 'h']",0,THYC,"['t', 'h']",False,"[0.7854132000356913, 0.9963519000448287]","[0.24356619990430772, 0.15967489988543093]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
61,0,61,0,384.485240300186,,,,,,,,,384.4710301000159,384.485240300186,384.9685754000675,384.9853813999798,385.46885880012996,385.4540660001803,385.45411090017296,390.4587526000105,"['d', 'a']",0,DQWT,"['d', 'a']",False,"[1.2976033999584615, 2.056736099999398]","[0.22333639999851584, 0.2639067000709474]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
62,0,62,0,390.4737083001528,,,,,,,,,390.4610025000293,390.4737083001528,390.97475569997914,390.97475569997914,391.47569750016555,391.4596472000703,391.4596760000568,396.4652754999697,"['w', 'a']",2,UENA,"['w', 'a']",False,"[0.9633882001508027, 1.4036263001617044]","[0.2359658998902887, 0.24287149985320866]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
63,0,63,0,396.48163190018386,,,,,,,,,396.4682246001903,396.48163190018386,396.9815961001441,396.9815961001441,397.48219590005465,397.46654579997994,397.4665817001369,402.4710425999947,"['u', 'a', 'd']",0,UUAB,"['u', 'a', 'd']",False,"[1.4196123001165688, 1.7562387001235038, 4.408885200042278]","[0.23522619996219873, 0.24462049989961088, 0.1914290999993682]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
64,0,64,0,402.4874076000415,,,,,,,,,402.47371609997936,402.4874076000415,402.9715647001285,402.9880747999996,403.4718969000969,403.455324199982,403.45534640015103,408.4616710001137,"['c', 'u']",2,CUEU,"['c', 'u']",False,"[1.251694600097835, 1.569199499906972]","[0.24123679986223578, 0.21480940002948046]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
65,0,65,0,408.47682260000147,,,,,,,,,408.4636878001038,408.47682260000147,408.9783364001196,408.9783364001196,409.47845340007916,409.46314610005356,409.46318080020137,414.46779750008136,"['j', 'h']",0,JHJF,"['j', 'h']",False,"[1.2895911000669003, 2.330905299866572]","[0.19693299988284707, 0.16033690003678203]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
66,0,66,0,414.4851914001629,,,,,,,,,414.47100030002184,414.4851914001629,414.96892720018514,414.984286100138,415.4685188001022,415.4541447001975,415.45417629997246,420.4583076001145,"['m', 'r']",0,MRWZ,"['m', 'r']",False,"[0.6112213002052158, 1.3917551999911666]","[0.20633519999682903, 0.2687533001881093]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
67,0,67,0,420.4733879000414,,,,,,,,,420.46083030011505,420.4733879000414,420.9748829000164,420.9748829000164,421.47501310007647,421.45945640001446,421.4594833999872,426.4651778000407,"['d', 'j', 'p', 'f']",2,DFZG,"['d', 'j', 'p', 'f']",False,"[1.2656361998524517, 1.4214381999336183, 1.6571786999702454, 2.162912799976766]","[0.22203340008854866, 0.12450699997134507, 0.2217411999590695, 0.22209789999760687]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
68,0,68,0,426.4821474000346,,,,,,,,,426.468431300018,426.4821474000346,426.98144480003975,426.98144480003975,427.4815795000177,427.4664319001604,427.4664682999719,432.4720879001543,"['c', 'p']",0,CLPY,"['c', 'p']",False,"[1.2266935999505222, 1.6664656999055296]","[0.23927220003679395, 0.2716896999627352]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
69,0,69,0,432.49241180019453,,,,,,,,,432.4772298000753,432.49241180019453,432.9720307001844,433.0050860000774,433.4719057001639,433.4567566001788,433.4567831000313,438.4619709001854,"['c', 'n']",2,CNXS,"['c', 'n']",False,"[1.0556341998744756, 1.3472439998295158]","[0.26991030015051365, 0.2080908000934869]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
70,0,70,0,438.4790750001557,,,,,,,,,438.4648769001942,438.4790750001557,438.97828679997474,438.97828679997474,439.4788479001727,439.46312230010517,439.4631505999714,444.4672491000965,"['q', 'm']",0,QMVR,"['q', 'm']",False,"[1.3370858000125736, 1.810807399917394]","[0.2523990001063794, 0.21485730004496872]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
71,0,71,0,444.4845645001624,,,,,,,,,444.46983320009895,444.4845645001624,444.96729220007546,444.98370590014383,445.46822230005637,445.45408629998565,445.4541279000696,450.4588105001021,"['n', 'h']",0,NHDX,"['n', 'h']",False,"[0.7935099999886006, 1.1405310002155602]","[0.18447080021724105, 0.19685819977894425]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
72,0,72,0,450.4743817001581,,,,,,,,,450.46118710003793,450.4743817001581,450.9748834001366,450.9748834001366,451.47398710018024,451.4592263000086,451.45924480003305,456.46466429997236,"['p', 'j']",0,PJHK,"['p', 'j']",False,"[1.2277567000128329, 1.6699218000285327]","[0.26522850012406707, 0.18401650013402104]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
73,0,73,0,456.47989320009947,,,,,,,,,456.466988600092,456.47989320009947,456.98166860011406,456.98166860011406,457.481243400136,457.46571430005133,457.465745100053,462.47064790013246,"['l', 'l', 'h']",2,LHIY,"['l', 'l', 'h']",False,"[0.6361151998862624, 1.118167799897492, 1.369660599855706]","[0.28376350016333163, 0.13440470001660287, 0.24216480017639697]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
74,0,74,0,462.48663280019537,,,,,,,,,462.4732817001641,462.48663280019537,462.9714141001459,462.9876725000795,463.47084870003164,463.4569747999776,463.4570118000265,468.46041449997574,"['a', 'd']",0,ADYM,"['a', 'd']",False,"[0.6241214000619948, 0.9271828001365066]","[0.23588809999637306, 0.29271389986388385]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
75,0,75,0,468.47607600013725,,,,,,,,,468.4622712000273,468.47607600013725,468.9776135000866,468.9776135000866,469.4778267000802,469.4621926001273,469.46221929998137,474.46762910019606,"['v', 'a']",1,VAQU,"['v', 'a']",False,"[0.9012865000404418, 1.3125009001232684]","[0.3458585001062602, 0.28544409992173314]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
76,0,76,0,474.48398140002973,,,,,,,,,474.4705247001257,474.48398140002973,474.9677972001955,474.98439560015686,475.4679735000245,475.45324439997785,475.4532828000374,480.4579107000027,"['g', 'i']",1,GITR,"['g', 'i']",False,"[0.6843147999607027, 1.0475826000329107]","[0.24349160003475845, 0.2649863997939974]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
77,0,77,0,480.4731165000703,,,,,,,,,480.4603089999873,480.4731165000703,480.97410920006223,480.97410920006223,481.47479290002957,481.4589544001501,481.45898370002396,486.46391950012185,"['o', 'g']",1,OGIR,"['o', 'g']",False,"[0.6579557000659406, 1.2898345000576228]","[0.2732710000127554, 0.2438427999150008]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
78,0,78,0,486.47998720011674,,,,,,,,,486.46510660019703,486.47998720011674,486.98074190015905,486.98074190015905,487.48433970008045,487.4663529000245,487.4663845000323,492.47004020004533,"['o', 'g']",0,QDPC,"['o', 'g']",False,"[2.4931703999172896, 3.107065499993041]","[0.3351185000501573, 0.2532975000794977]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
79,0,79,0,492.4867120999843,,,,,,,,,492.47291850019246,492.4867120999843,492.9704411001876,492.98723530001007,493.47093640011735,493.45648990012705,493.4565279001836,498.46174510009587,"['g', 'f', 's']",0,FSMH,"['g', 'f', 's']",False,"[0.6565473999362439, 1.3948669000528753, 1.7963717998936772]","[0.10454159998334944, 0.23006799980066717, 0.2594906999729574]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
80,0,80,0,498.47617550008,,,,,,,,,498.4642933001742,498.47617550008,498.97724050004035,498.97724050004035,499.4776666001417,499.46197540010326,499.4620068001095,504.46707410016097,"['j', 'm']",2,AMLR,"['j', 'm']",False,"[1.1851850000675768, 1.5822127999272197]","[0.20749329985119402, 0.20532379997894168]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
81,0,81,0,504.4849202001933,,,,,,,,,504.4696375001222,504.4849202001933,504.96723710000515,505.00070460001007,505.46756420005113,505.45335620013066,505.45339890010655,510.4573842000682,"['f', 'l']",0,FLML,"['f', 'l']",False,"[0.932075799908489, 1.2179447999224067]","[0.25284900004044175, 0.24802580010145903]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
82,0,82,0,510.47262610006146,,,,,,,,,510.45925429998897,510.47262610006146,510.9738333001733,510.9738333001733,511.4740083999932,511.4581431001425,511.4581675999798,516.4649345001671,"['w', 'o', 'z']",1,IWKQ,"['w', 'o', 'z']",False,"[0.5897409999743104, 1.8694801998790354, 2.878555400064215]","[0.2701057998929173, 0.29587050015106797, 0.2645462998189032]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
83,0,83,0,516.4800212001428,,,,,,,,,516.4674834001344,516.4800212001428,516.9805344999768,516.9805344999768,517.481074300129,517.4651618001517,517.4651901000179,522.4702791001182,"['b', 'x']",2,BXGE,"['b', 'x']",False,"[0.7224846999160945, 1.2903239999432117]","[0.17099249991588295, 0.23756749997846782]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
84,0,84,0,522.4877488000784,,,,,,,,,522.4730952000245,522.4877488000784,522.9704192001373,522.9871561001055,523.4707886001561,523.4562068001833,523.456243700115,528.4613142001908,"['q', 'z']",0,QZDW,"['q', 'z']",False,"[1.6156385999638587, 2.54527679993771]","[0.2325752000324428, 0.24292370001785457]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
85,0,85,0,528.4756800001487,,,,,,,,,528.4633671001066,528.4756800001487,528.9773525001947,528.9773525001947,529.4774564001709,529.461940200068,529.4619690000545,534.4671808001585,"['r', 'j']",0,RJKZ,"['r', 'j']",False,"[0.8887547000776976, 1.092974100029096]","[0.22422019997611642, 0.20437519997358322]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
86,0,86,0,534.4842016000766,,,,,,,,,534.4698144001886,534.4842016000766,534.9669189001434,534.9835747000761,535.467388600111,535.4527171000373,535.4527601001319,540.4569771999959,"['t', 'y']",1,TYRJ,"['t', 'y']",False,"[0.5743384999223053, 1.1535680999513716]","[0.26576000009663403, 0.2180405999533832]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
87,0,87,0,540.4721159001347,,,,,,,,,540.4583603001665,540.4721159001347,540.9735803001095,540.9735803001095,541.4740412000101,541.4580828000326,541.4581120000221,546.4637747001834,"['n', 'q']",0,NQGM,"['n', 'q']",False,"[0.7678553001023829, 1.4434774001128972]","[0.20062320004217327, 0.28054920001886785]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
88,0,88,0,546.4795562999789,,,,,,,,,546.4659566001501,546.4795562999789,546.9804459000006,546.9804459000006,547.4807128000539,547.4649506001733,547.4649798001628,552.4698360001203,"['i', 'y']",2,IYCE,"['i', 'y']",False,"[1.0592288000043482, 1.4494992000982165]","[0.2862625999841839, 0.1623323999810964]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
89,0,89,0,552.48622229998,,,,,,,,,552.4725345000625,552.48622229998,552.9699219001923,552.986601000186,553.4703657000791,553.4560995001812,553.4561321001966,558.4597910000011,"['y', 'a']",1,YASC,"['y', 'a']",False,"[0.8670302999671549, 1.1192165000829846]","[0.20004449994303286, 0.23674439988099039]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
90,0,90,0,558.4764426001348,,,,,,,,,558.4617217001505,558.4764426001348,558.9768346000928,558.9768346000928,559.4773189001717,559.4622033999767,559.4622301000636,564.4666755001526,['t'],2,CTPT,['t'],False,[2.2399820000864565],[0.27156180003657937],134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
91,0,91,0,564.4826605000999,,,,,,,,,564.4693428999744,564.4826605000999,564.9666770000476,564.9831570000388,565.4676403000485,565.4524289001711,565.4524622000754,570.4589416000526,"['h', 'n']",1,HNOU,"['h', 'n']",False,"[0.8954371998552233, 1.3545840999577194]","[0.16901520011015236, 0.16836449992842972]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
92,0,92,0,570.4748488999903,,,,,,,,,570.4619194001425,570.4748488999903,570.9731863001361,570.9731863001361,571.4750203001313,571.458227599971,571.4582615001127,576.4634144001175,"['f', 'b']",1,FBUG,"['f', 'b']",False,"[1.5634762002155185, 1.9193144000601023]","[0.25359529978595674, 0.18924159999005497]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
93,0,93,0,576.4791298999917,,,,,,,,,576.4656637001317,576.4791298999917,576.9798159999773,576.9798159999773,577.4806093000807,577.465454300167,577.4654918001033,582.4710194000509,"['g', 'n']",1,GNNJ,"['g', 'n']",False,"[0.9387105999048799, 1.1243419998791069]","[0.2252605000976473, 0.15438660001382232]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
94,0,94,0,582.4858602001332,,,,,,,,,582.4731870000251,582.4858602001332,582.9698728001676,582.9868888000492,583.4716555001214,583.4550515001174,583.455081900116,588.4603411999997,"['y', 'n']",2,QVKA,"['y', 'n']",False,"[1.7066742999013513, 2.0964686998631805]","[0.17468090006150305, 0.1824684999883175]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
95,0,95,0,588.4790223001037,,,,,,,,,588.4633790000807,588.4790223001037,588.9768080001231,588.9933888001833,589.4764041001908,589.4624532000162,589.462487900164,594.4667342000175,"['j', 'r']",0,JRMW,"['j', 'r']",False,"[0.9728570999577641, 1.338632500031963]","[0.22400530008599162, 0.25353140011429787]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
96,0,96,0,594.4827662999742,,,,,,,,,594.4688026001677,594.4827662999742,594.96614090004,594.983198700007,595.4666660001967,595.4522391001228,595.4522808999754,600.4566828000825,"['p', 'p']",0,PRYO,"['p', 'p']",False,"[0.6722070998512208, 0.9613965998869389]","[0.22141600004397333, 0.17174370004795492]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
97,0,97,0,600.4756337001454,,,,,,,,,600.4594235999975,600.4756337001454,600.9729853000026,600.9897266000044,601.4735169000924,601.4579851999879,601.4580189001281,606.4631651001982,"['e', 'k']",1,EKWI,"['e', 'k']",False,"[0.9761629998683929, 1.2307886998169124]","[0.2467604000121355, 0.17703820019960403]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
98,0,98,0,606.4802393000573,,,,,,,,,606.4655146000441,606.4802393000573,606.9789995001629,606.9789995001629,607.4801709000021,607.4648125001695,607.4648546001408,612.4700960000046,"['m', 'q']",2,MQDS,"['m', 'q']",False,"[0.8121018998790532, 1.4817985999397933]","[0.19072320009581745, 0.3073597000911832]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
99,0,99,0,612.4876894999761,,,,,,,,,612.4730042000301,612.4876894999761,612.9697307001334,613.0029623000883,613.4711039999966,613.4549454001244,613.4549797000363,618.4595978001598,"['v', 'a']",0,VSJB,"['v', 'a']",False,"[0.8074437999166548, 1.1073209000751376]","[0.2546501001343131, 0.26012200000695884]",134013,001,2024-11-17_15h21.31.175,PartialReportMethod,2024.1.5,None,2024-11-17 15h21.37.689109 +0530,
